RegionID,SizeRank,RegionName,RegionType,StateName,State,StateCodeFIPS,MunicipalCodeFIPS,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,Home Type
1380,348,Shasta County,County,CA,CA,6,89,147860.0,148761.0,149170.0,150408.0,151530.0,153734.0,156906.0,159495.0,160947.0,161179.0,161175.0,161690.0,1_bedroom.csv
2354,352,Imperial County,County,CA,CA,6,25,58442.0,58221.0,58620.0,60003.0,61718.0,63183.0,64348.0,64462.0,64289.0,64453.0,65216.0,66163.0,1_bedroom.csv
580,407,Kings County,County,CA,CA,6,31,106225.0,106306.0,106741.0,108945.0,111367.0,113195.0,113903.0,114671.0,115890.0,118927.0,122113.0,125212.0,1_bedroom.csv
1156,413,Madera County,County,CA,CA,6,39,182697.0,184523.0,186066.0,185598.0,185457.0,186165.0,188617.0,191225.0,194434.0,197018.0,198695.0,200922.0,1_bedroom.csv
255,453,Napa County,County,CA,CA,6,55,571773.0,573757.0,571407.0,566798.0,564801.0,563812.0,559718.0,555701.0,554345.0,556943.0,559975.0,561410.0,1_bedroom.csv
2351,457,Humboldt County,County,CA,CA,6,23,270676.0,271668.0,271697.0,272397.0,270823.0,269637.0,265269.0,264545.0,264904.0,267453.0,268195.0,267674.0,1_bedroom.csv
1261,588,Nevada County,County,CA,CA,6,57,308470.0,308416.0,311683.0,318078.0,321432.0,322045.0,320701.0,318786.0,315874.0,311864.0,308987.0,308278.0,1_bedroom.csv
2796,645,Mendocino County,County,CA,CA,6,45,421961.0,422802.0,419918.0,417912.0,415025.0,413774.0,411587.0,409025.0,406545.0,404779.0,400698.0,398582.0,1_bedroom.csv
346,743,Yuba County,County,CA,CA,6,115,171335.0,172716.0,173593.0,174453.0,176833.0,180641.0,183536.0,184925.0,185753.0,186228.0,187278.0,189189.0,1_bedroom.csv
217,808,Lake County,County,CA,CA,6,33,145529.0,146721.0,147615.0,148635.0,148898.0,149005.0,150586.0,154695.0,158022.0,159223.0,158352.0,156766.0,1_bedroom.csv
1426,820,Tehama County,County,CA,CA,6,103,109629.0,110523.0,112072.0,113994.0,115348.0,115685.0,116172.0,117803.0,119886.0,120934.0,121087.0,121223.0,1_bedroom.csv
2584,904,Tuolumne County,County,CA,CA,6,109,184531.0,186159.0,187635.0,188332.0,188474.0,188433.0,187177.0,185488.0,183789.0,183208.0,182999.0,182711.0,1_bedroom.csv
3020,907,San Benito County,County,CA,CA,6,69,564431.0,559072.0,553416.0,560585.0,568630.0,574828.0,575876.0,571628.0,569385.0,565849.0,566990.0,567562.0,1_bedroom.csv
2643,1055,Calaveras County,County,CA,CA,6,9,204062.0,206882.0,209241.0,208561.0,208441.0,209457.0,210001.0,209053.0,208218.0,208727.0,209709.0,210956.0,1_bedroom.csv
2548,1069,Siskiyou County,County,CA,CA,6,93,147184.0,147708.0,148261.0,148725.0,149250.0,149597.0,149550.0,149149.0,148861.0,148895.0,149030.0,149178.0,1_bedroom.csv
829,1214,Amador County,County,CA,CA,6,5,202089.0,202057.0,201550.0,201748.0,202800.0,204182.0,204623.0,203904.0,203588.0,203168.0,203240.0,202342.0,1_bedroom.csv
1143,1301,Lassen County,County,CA,CA,6,35,80717.0,80534.0,80190.0,79946.0,80263.0,80724.0,81140.0,81232.0,81566.0,81489.0,81123.0,80749.0,1_bedroom.csv
2678,1469,Del Norte County,County,CA,CA,6,15,128764.0,129586.0,130256.0,131355.0,131659.0,132236.0,132728.0,133315.0,133647.0,134479.0,135260.0,136181.0,1_bedroom.csv
524,1491,Glenn County,County,CA,CA,6,21,134061.0,134320.0,134360.0,134154.0,134267.0,134708.0,133909.0,132903.0,132162.0,132611.0,133038.0,133102.0,1_bedroom.csv
952,1765,Colusa County,County,CA,CA,6,11,114766.0,116728.0,118588.0,120062.0,121416.0,122738.0,123402.0,123778.0,124074.0,124368.0,124350.0,124273.0,1_bedroom.csv
1329,1837,Plumas County,County,CA,CA,6,63,175087.0,176161.0,177254.0,177357.0,177768.0,178288.0,177983.0,177357.0,176368.0,176600.0,176661.0,176920.0,1_bedroom.csv
188,1895,Inyo County,County,CA,CA,6,27,190455.0,190765.0,191379.0,192915.0,194233.0,195288.0,196028.0,196920.0,198167.0,198917.0,199695.0,199950.0,1_bedroom.csv
2403,1911,Mariposa County,County,CA,CA,6,43,201993.0,201765.0,201502.0,201948.0,202688.0,203911.0,203945.0,204233.0,204181.0,204970.0,204923.0,205043.0,1_bedroom.csv
253,2158,Mono County,County,CA,CA,6,51,307331.0,308117.0,308960.0,309933.0,310914.0,311773.0,311151.0,310439.0,309987.0,310880.0,311188.0,311328.0,1_bedroom.csv
2056,2200,Trinity County,County,CA,CA,6,105,216646.0,216094.0,215618.0,215843.0,216521.0,217410.0,217415.0,217547.0,217409.0,218122.0,217971.0,217909.0,1_bedroom.csv
647,2460,Modoc County,County,CA,CA,6,49,70459.0,70606.0,70550.0,70548.0,70596.0,70848.0,70925.0,70841.0,70796.0,71021.0,71146.0,71189.0,1_bedroom.csv
828,3098,Alpine County,County,CA,CA,6,3,260039.0,261108.0,261915.0,262187.0,262592.0,262398.0,264020.0,265232.0,265973.0,265965.0,266172.0,266774.0,1_bedroom.csv
3101,0,Los Angeles County,County,CA,CA,6,37,548792.0,546229.0,543735.0,543318.0,546649.0,551203.0,551902.0,551467.0,551378.0,553820.0,555435.0,558112.0,2_bedroom.csv
2841,4,San Diego County,County,CA,CA,6,73,455780.0,454048.0,453148.0,455442.0,457460.0,460447.0,462946.0,464286.0,463954.0,463283.0,464106.0,465958.0,2_bedroom.csv
1286,5,Orange County,County,CA,CA,6,59,528360.0,526416.0,524611.0,523754.0,525444.0,526728.0,528685.0,528328.0,530160.0,530253.0,530678.0,530475.0,2_bedroom.csv
2832,10,Riverside County,County,CA,CA,6,65,273382.0,274478.0,276194.0,276915.0,277306.0,277852.0,279044.0,279874.0,280052.0,280636.0,280981.0,282516.0,2_bedroom.csv
3250,11,San Bernardino County,County,CA,CA,6,71,249925.0,250455.0,251097.0,251696.0,253758.0,255355.0,256326.0,256431.0,256792.0,257560.0,258605.0,259692.0,2_bedroom.csv
3136,16,Santa Clara County,County,CA,CA,6,85,814242.0,799680.0,788835.0,786406.0,783183.0,778230.0,769727.0,763322.0,764257.0,765520.0,769453.0,773309.0,2_bedroom.csv
1510,21,Alameda County,County,CA,CA,6,1,645987.0,641661.0,639650.0,640677.0,642814.0,646550.0,647504.0,645084.0,643075.0,641508.0,640143.0,641886.0,2_bedroom.csv
3017,24,Sacramento County,County,CA,CA,6,67,280291.0,280103.0,279877.0,281528.0,284456.0,287564.0,288759.0,289186.0,290070.0,291493.0,293297.0,294384.0,2_bedroom.csv
3159,36,Contra Costa County,County,CA,CA,6,13,531991.0,530595.0,528786.0,527694.0,529866.0,531044.0,528268.0,522491.0,516455.0,515695.0,517224.0,519810.0,2_bedroom.csv
1018,45,Fresno County,County,CA,CA,6,19,165561.0,166149.0,167401.0,168228.0,168958.0,170139.0,171328.0,172376.0,172183.0,172513.0,172810.0,173629.0,2_bedroom.csv
204,61,Kern County,County,CA,CA,6,29,135112.0,135954.0,136383.0,136680.0,137547.0,138879.0,139090.0,139153.0,139355.0,140450.0,141721.0,142591.0,2_bedroom.csv
2061,62,Ventura County,County,CA,CA,6,111,423090.0,422541.0,423279.0,425539.0,427015.0,427451.0,426434.0,425866.0,425439.0,426829.0,427795.0,430082.0,2_bedroom.csv
3227,65,San Francisco County,County,CA,CA,6,75,1340698.0,1338995.0,1335699.0,1327711.0,1332666.0,1336475.0,1342991.0,1338954.0,1338494.0,1344807.0,1355300.0,1370073.0,2_bedroom.csv
2842,81,San Mateo County,County,CA,CA,6,81,1099027.0,1090555.0,1079648.0,1079714.0,1085157.0,1091347.0,1091546.0,1081397.0,1082306.0,1079354.0,1081972.0,1084916.0,2_bedroom.csv
3134,86,San Joaquin County,County,CA,CA,6,77,241981.0,241178.0,242497.0,242689.0,243978.0,245522.0,246514.0,247571.0,246765.0,246654.0,246764.0,248433.0,2_bedroom.csv
3033,124,Stanislaus County,County,CA,CA,6,99,234373.0,234730.0,234932.0,236941.0,237366.0,238521.0,237884.0,238567.0,238290.0,240211.0,242248.0,244388.0,2_bedroom.csv
1396,136,Sonoma County,County,CA,CA,6,97,551330.0,542605.0,537938.0,536959.0,540636.0,544571.0,545517.0,544726.0,541089.0,540823.0,538691.0,538610.0,2_bedroom.csv
1442,145,Tulare County,County,CA,CA,6,107,145716.0,145205.0,145395.0,146416.0,147915.0,148958.0,149196.0,149576.0,150645.0,152334.0,153485.0,154298.0,2_bedroom.csv
3229,156,Santa Barbara County,County,CA,CA,6,83,660183.0,660770.0,658767.0,655584.0,653837.0,657449.0,659631.0,660853.0,659465.0,661124.0,662754.0,663485.0,2_bedroom.csv
2444,160,Monterey County,County,CA,CA,6,53,585738.0,586746.0,587555.0,588269.0,587184.0,587392.0,585395.0,584932.0,582564.0,583576.0,584423.0,586050.0,2_bedroom.csv
1395,161,Solano County,County,CA,CA,6,95,360743.0,359689.0,359066.0,360900.0,361520.0,362495.0,364799.0,366827.0,367016.0,366140.0,364698.0,364700.0,2_bedroom.csv
1325,186,Placer County,County,CA,CA,6,61,418319.0,418669.0,418281.0,418084.0,420755.0,423578.0,425829.0,428297.0,430188.0,430369.0,428750.0,428568.0,2_bedroom.csv
3261,238,San Luis Obispo County,County,CA,CA,6,79,519793.0,517241.0,518586.0,521662.0,527763.0,529720.0,528317.0,528615.0,530354.0,533326.0,534347.0,534878.0,2_bedroom.csv
3025,249,Santa Cruz County,County,CA,CA,6,87,697991.0,697485.0,693726.0,695813.0,695243.0,698401.0,698453.0,695232.0,694564.0,695232.0,696577.0,695253.0,2_bedroom.csv
1196,251,Merced County,County,CA,CA,6,47,193988.0,193934.0,193801.0,194512.0,196848.0,198823.0,198893.0,198874.0,198708.0,199699.0,200064.0,200749.0,2_bedroom.csv
625,255,Marin County,County,CA,CA,6,41,869772.0,866363.0,867463.0,868072.0,872252.0,873754.0,870834.0,865478.0,860405.0,858966.0,860997.0,864669.0,2_bedroom.csv
418,283,Butte County,County,CA,CA,6,7,204741.0,210720.0,214658.0,217909.0,220143.0,223242.0,225080.0,226185.0,226430.0,227707.0,229361.0,229209.0,2_bedroom.csv
340,307,Yolo County,County,CA,CA,6,113,337973.0,334033.0,334049.0,336961.0,339778.0,340239.0,340941.0,342688.0,343892.0,342034.0,340770.0,341347.0,2_bedroom.csv
2691,338,El Dorado County,County,CA,CA,6,17,335872.0,337291.0,337563.0,336787.0,337338.0,338541.0,340743.0,341113.0,339537.0,338051.0,336189.0,334962.0,2_bedroom.csv
1380,348,Shasta County,County,CA,CA,6,89,176319.0,177114.0,177994.0,178855.0,180507.0,183045.0,184059.0,184073.0,183584.0,183694.0,183653.0,183768.0,2_bedroom.csv
2354,352,Imperial County,County,CA,CA,6,25,118868.0,119003.0,119031.0,120628.0,122373.0,124871.0,125531.0,125383.0,124753.0,125222.0,126079.0,127371.0,2_bedroom.csv
580,407,Kings County,County,CA,CA,6,31,145091.0,145165.0,145341.0,145759.0,147516.0,149556.0,150532.0,150844.0,151364.0,152986.0,154441.0,156013.0,2_bedroom.csv
1156,413,Madera County,County,CA,CA,6,39,189328.0,189425.0,189798.0,189893.0,190953.0,191331.0,191339.0,191300.0,192960.0,194815.0,196833.0,198692.0,2_bedroom.csv
255,453,Napa County,County,CA,CA,6,55,639840.0,642611.0,641064.0,638494.0,637496.0,639003.0,637170.0,633783.0,631210.0,630614.0,631137.0,630043.0,2_bedroom.csv
2351,457,Humboldt County,County,CA,CA,6,23,280244.0,281255.0,281546.0,282276.0,281812.0,282102.0,279040.0,279271.0,279219.0,281896.0,282721.0,282691.0,2_bedroom.csv
1261,588,Nevada County,County,CA,CA,6,57,366549.0,366367.0,369170.0,374842.0,379288.0,380078.0,378571.0,375957.0,373676.0,371102.0,369803.0,370399.0,2_bedroom.csv
2796,645,Mendocino County,County,CA,CA,6,45,336858.0,337233.0,334091.0,332043.0,329553.0,328168.0,326120.0,323931.0,322912.0,322518.0,320362.0,318754.0,2_bedroom.csv
346,743,Yuba County,County,CA,CA,6,115,180937.0,181943.0,183111.0,183901.0,185519.0,188325.0,189728.0,190608.0,190500.0,192271.0,194249.0,197094.0,2_bedroom.csv
217,808,Lake County,County,CA,CA,6,33,206742.0,206721.0,206316.0,205184.0,204470.0,204541.0,206201.0,208232.0,209940.0,210752.0,211303.0,212009.0,2_bedroom.csv
1426,820,Tehama County,County,CA,CA,6,103,145221.0,145913.0,147583.0,149961.0,151720.0,152782.0,152697.0,153631.0,154447.0,155882.0,156634.0,157506.0,2_bedroom.csv
2584,904,Tuolumne County,County,CA,CA,6,109,241735.0,242674.0,243778.0,244759.0,244892.0,244759.0,243431.0,241151.0,239840.0,239556.0,239900.0,239471.0,2_bedroom.csv
3020,907,San Benito County,County,CA,CA,6,69,537739.0,531452.0,528778.0,532808.0,538010.0,540751.0,540041.0,535834.0,533206.0,529242.0,528581.0,528544.0,2_bedroom.csv
2643,1055,Calaveras County,County,CA,CA,6,9,270349.0,272407.0,274452.0,274673.0,274849.0,276381.0,276021.0,275287.0,273905.0,275816.0,277422.0,279030.0,2_bedroom.csv
2548,1069,Siskiyou County,County,CA,CA,6,93,160333.0,160597.0,160837.0,161152.0,161566.0,162134.0,162001.0,161787.0,161410.0,161634.0,161769.0,161944.0,2_bedroom.csv
829,1214,Amador County,County,CA,CA,6,5,273668.0,274025.0,274078.0,274381.0,274998.0,275737.0,276224.0,276580.0,277025.0,277239.0,277002.0,276566.0,2_bedroom.csv
1143,1301,Lassen County,County,CA,CA,6,35,115341.0,115509.0,115290.0,115255.0,115429.0,115978.0,116145.0,116314.0,116603.0,116959.0,117004.0,116700.0,2_bedroom.csv
2678,1469,Del Norte County,County,CA,CA,6,15,171327.0,171836.0,172299.0,172723.0,172582.0,172599.0,173046.0,173825.0,174577.0,174819.0,174893.0,174776.0,2_bedroom.csv
524,1491,Glenn County,County,CA,CA,6,21,178980.0,179456.0,179546.0,179856.0,180259.0,181077.0,180420.0,179401.0,178402.0,178750.0,179398.0,179661.0,2_bedroom.csv
952,1765,Colusa County,County,CA,CA,6,11,168907.0,169977.0,170999.0,172012.0,172944.0,173854.0,174149.0,174018.0,173835.0,174213.0,174528.0,174658.0,2_bedroom.csv
1329,1837,Plumas County,County,CA,CA,6,63,228936.0,229348.0,230133.0,230603.0,231283.0,232088.0,231856.0,231206.0,230470.0,230797.0,230877.0,230988.0,2_bedroom.csv
188,1895,Inyo County,County,CA,CA,6,27,264212.0,263870.0,263616.0,264602.0,265551.0,267076.0,265597.0,263877.0,261946.0,262846.0,263714.0,264273.0,2_bedroom.csv
2403,1911,Mariposa County,County,CA,CA,6,43,241005.0,240722.0,240509.0,240811.0,241739.0,242854.0,242694.0,242455.0,242117.0,242934.0,243064.0,243332.0,2_bedroom.csv
253,2158,Mono County,County,CA,CA,6,51,435810.0,436401.0,437016.0,438419.0,439930.0,441515.0,441496.0,441359.0,441314.0,442757.0,443719.0,444342.0,2_bedroom.csv
2056,2200,Trinity County,County,CA,CA,6,105,251685.0,251798.0,251766.0,251749.0,251800.0,252297.0,251593.0,251361.0,250998.0,251967.0,252161.0,251971.0,2_bedroom.csv
647,2460,Modoc County,County,CA,CA,6,49,90414.0,90463.0,90412.0,90487.0,90798.0,91001.0,91011.0,90656.0,90541.0,90545.0,90571.0,90484.0,2_bedroom.csv
1391,2957,Sierra County,County,CA,CA,6,91,216955.0,218452.0,218275.0,218430.0,218073.0,218035.0,218029.0,219086.0,221524.0,222183.0,223166.0,222145.0,2_bedroom.csv
828,3098,Alpine County,County,CA,CA,6,3,347053.0,348356.0,348574.0,348798.0,349380.0,350049.0,349937.0,349233.0,348459.0,349284.0,349950.0,350713.0,2_bedroom.csv
3101,0,Los Angeles County,County,CA,CA,6,37,537010.0,534719.0,532428.0,531642.0,534316.0,538269.0,538818.0,538373.0,538224.0,540206.0,541236.0,543332.0,condo
2841,4,San Diego County,County,CA,CA,6,73,446153.0,444201.0,443059.0,445186.0,446860.0,449732.0,451782.0,452858.0,452403.0,452023.0,453056.0,454983.0,condo
1286,5,Orange County,County,CA,CA,6,59,527493.0,525591.0,523769.0,522752.0,524093.0,525146.0,526878.0,526391.0,527992.0,527960.0,528253.0,528016.0,condo
2832,10,Riverside County,County,CA,CA,6,65,287930.0,289080.0,290911.0,291795.0,292374.0,293073.0,294243.0,294951.0,294951.0,295837.0,296477.0,298457.0,condo
3250,11,San Bernardino County,County,CA,CA,6,71,334434.0,334399.0,334428.0,334512.0,336351.0,337789.0,338115.0,337446.0,337070.0,337698.0,338662.0,339540.0,condo
3136,16,Santa Clara County,County,CA,CA,6,85,769016.0,755215.0,744437.0,742004.0,738961.0,734014.0,726242.0,720081.0,720987.0,721339.0,724510.0,727734.0,condo
1510,21,Alameda County,County,CA,CA,6,1,649504.0,644334.0,641479.0,641569.0,642871.0,645605.0,645764.0,642617.0,640273.0,638684.0,637027.0,638224.0,condo
3017,24,Sacramento County,County,CA,CA,6,67,257304.0,257305.0,257177.0,258444.0,260758.0,263007.0,263630.0,263642.0,264686.0,265797.0,267383.0,268187.0,condo
3159,36,Contra Costa County,County,CA,CA,6,13,665405.0,663585.0,661457.0,660133.0,663148.0,664864.0,663002.0,656600.0,649220.0,647166.0,649249.0,653555.0,condo
1018,45,Fresno County,County,CA,CA,6,19,166639.0,167715.0,169008.0,169976.0,170042.0,170794.0,171463.0,172400.0,172425.0,172937.0,173364.0,174130.0,condo
204,61,Kern County,County,CA,CA,6,29,138729.0,139314.0,139848.0,140294.0,141490.0,142880.0,143334.0,143583.0,143692.0,144377.0,145243.0,146240.0,condo
2061,62,Ventura County,County,CA,CA,6,111,424912.0,424141.0,424572.0,426580.0,427938.0,428170.0,427869.0,428180.0,428614.0,429820.0,430393.0,432276.0,condo
3227,65,San Francisco County,County,CA,CA,6,75,1221034.0,1222690.0,1222102.0,1214571.0,1219444.0,1223737.0,1229469.0,1226204.0,1226237.0,1232649.0,1241994.0,1254591.0,condo
2842,81,San Mateo County,County,CA,CA,6,81,886427.0,880765.0,873152.0,874038.0,878624.0,882081.0,881581.0,873163.0,874511.0,871701.0,872077.0,872017.0,condo
3134,86,San Joaquin County,County,CA,CA,6,77,205062.0,204484.0,205749.0,205982.0,206893.0,208214.0,208946.0,209678.0,209224.0,209078.0,209392.0,210514.0,condo
3033,124,Stanislaus County,County,CA,CA,6,99,214169.0,214129.0,213699.0,215424.0,215474.0,216167.0,215253.0,215218.0,214655.0,216053.0,217802.0,219092.0,condo
1396,136,Sonoma County,County,CA,CA,6,97,431302.0,424520.0,420191.0,418713.0,420345.0,423162.0,424807.0,424560.0,421497.0,420177.0,418374.0,418092.0,condo
1442,145,Tulare County,County,CA,CA,6,107,175545.0,173488.0,171950.0,172357.0,173601.0,174634.0,174954.0,175045.0,175333.0,176560.0,177410.0,178085.0,condo
3229,156,Santa Barbara County,County,CA,CA,6,83,584360.0,584980.0,583385.0,580379.0,578478.0,580879.0,582458.0,583243.0,582161.0,583367.0,584445.0,584818.0,condo
2444,160,Monterey County,County,CA,CA,6,53,474839.0,475537.0,477217.0,479069.0,478770.0,478222.0,476364.0,475644.0,474079.0,473762.0,473770.0,473543.0,condo
1395,161,Solano County,County,CA,CA,6,95,314846.0,314276.0,313980.0,315799.0,316580.0,317625.0,319337.0,320870.0,321253.0,320376.0,318880.0,318258.0,condo
1325,186,Placer County,County,CA,CA,6,61,372487.0,373231.0,374270.0,374968.0,378249.0,380057.0,381890.0,383418.0,385057.0,384802.0,383769.0,383408.0,condo
3261,238,San Luis Obispo County,County,CA,CA,6,79,463801.0,461683.0,462800.0,464663.0,469524.0,470819.0,469496.0,469663.0,471012.0,474189.0,475446.0,475777.0,condo
3025,249,Santa Cruz County,County,CA,CA,6,87,588214.0,586467.0,581814.0,581688.0,580233.0,581968.0,580843.0,576047.0,574408.0,575195.0,577237.0,577128.0,condo
1196,251,Merced County,County,CA,CA,6,47,293542.0,290940.0,288006.0,287732.0,290947.0,294921.0,296812.0,297198.0,295193.0,293405.0,290790.0,289238.0,condo
625,255,Marin County,County,CA,CA,6,41,684918.0,682776.0,681941.0,679667.0,679776.0,678499.0,675235.0,669061.0,664176.0,662382.0,664098.0,666541.0,condo
418,283,Butte County,County,CA,CA,6,7,192194.0,195976.0,199353.0,201495.0,203934.0,207224.0,210289.0,211971.0,212776.0,213594.0,214901.0,215873.0,condo
340,307,Yolo County,County,CA,CA,6,113,366427.0,361773.0,360924.0,363514.0,366133.0,366319.0,366005.0,366894.0,367445.0,365381.0,363430.0,363282.0,condo
2691,338,El Dorado County,County,CA,CA,6,17,306532.0,308227.0,310058.0,310502.0,312837.0,314772.0,317424.0,318064.0,317682.0,317974.0,317771.0,317827.0,condo
1380,348,Shasta County,County,CA,CA,6,89,206012.0,207477.0,209097.0,210347.0,212098.0,214953.0,216744.0,217456.0,216938.0,216397.0,215713.0,214915.0,condo
2354,352,Imperial County,County,CA,CA,6,25,178468.0,177724.0,177174.0,176888.0,177458.0,179536.0,182386.0,184150.0,183148.0,182311.0,182505.0,184926.0,condo
580,407,Kings County,County,CA,CA,6,31,210716.0,211981.0,212592.0,212890.0,213423.0,213769.0,212325.0,212428.0,213029.0,215248.0,215949.0,217353.0,condo
1156,413,Madera County,County,CA,CA,6,39,224384.0,225090.0,226331.0,227961.0,230618.0,233568.0,236049.0,236779.0,237276.0,237718.0,239582.0,241864.0,condo
255,453,Napa County,County,CA,CA,6,55,568071.0,570528.0,569070.0,565421.0,561718.0,559708.0,558680.0,556707.0,556742.0,557196.0,558791.0,558443.0,condo
2351,457,Humboldt County,County,CA,CA,6,23,295375.0,299542.0,303115.0,304423.0,302823.0,303459.0,301881.0,302323.0,302783.0,304043.0,304023.0,302304.0,condo
1261,588,Nevada County,County,CA,CA,6,57,411540.0,409985.0,412138.0,417705.0,421474.0,421610.0,420419.0,417749.0,416208.0,413152.0,412166.0,412235.0,condo
2796,645,Mendocino County,County,CA,CA,6,45,286153.0,286573.0,284836.0,283973.0,282873.0,281754.0,279904.0,277578.0,276045.0,274878.0,272512.0,270445.0,condo
346,743,Yuba County,County,CA,CA,6,115,140998.0,140532.0,139205.0,137200.0,138330.0,140113.0,143354.0,143973.0,144879.0,143586.0,143369.0,142864.0,condo
217,808,Lake County,County,CA,CA,6,33,235983.0,235850.0,236230.0,233874.0,233661.0,232825.0,235817.0,236685.0,237559.0,238727.0,242712.0,246288.0,condo
1426,820,Tehama County,County,CA,CA,6,103,103381.0,103688.0,104935.0,107321.0,109394.0,111189.0,112143.0,112803.0,113615.0,114708.0,116602.0,118626.0,condo
2584,904,Tuolumne County,County,CA,CA,6,109,234957.0,236202.0,237296.0,238088.0,238476.0,238250.0,236668.0,233661.0,230847.0,229691.0,229584.0,229814.0,condo
3020,907,San Benito County,County,CA,CA,6,69,541952.0,543591.0,547010.0,553834.0,562392.0,565848.0,563057.0,556553.0,556597.0,553743.0,552686.0,548830.0,condo
2643,1055,Calaveras County,County,CA,CA,6,9,249152.0,250242.0,249544.0,249018.0,249355.0,250260.0,250599.0,249648.0,250254.0,253096.0,257147.0,260312.0,condo
2548,1069,Siskiyou County,County,CA,CA,6,93,153282.0,152518.0,151964.0,152072.0,152646.0,153881.0,155059.0,156267.0,156556.0,156793.0,156373.0,156563.0,condo
829,1214,Amador County,County,CA,CA,6,5,213774.0,213825.0,213827.0,214977.0,216099.0,217234.0,217850.0,217662.0,217892.0,217594.0,217903.0,217841.0,condo
1329,1837,Plumas County,County,CA,CA,6,63,280840.0,281296.0,281857.0,282395.0,283263.0,284028.0,284568.0,284619.0,284881.0,285413.0,285948.0,286348.0,condo
188,1895,Inyo County,County,CA,CA,6,27,296949.0,295256.0,293031.0,293117.0,295714.0,298713.0,300811.0,302772.0,303247.0,304691.0,304666.0,304252.0,condo
2403,1911,Mariposa County,County,CA,CA,6,43,242325.0,242528.0,242246.0,242836.0,243508.0,244684.0,244172.0,243803.0,243376.0,244490.0,245153.0,245339.0,condo
253,2158,Mono County,County,CA,CA,6,51,412850.0,413657.0,414465.0,415757.0,417143.0,418503.0,418381.0,418070.0,417946.0,419187.0,419929.0,420410.0,condo
828,3098,Alpine County,County,CA,CA,6,3,437052.0,438255.0,439001.0,439502.0,440285.0,440918.0,441253.0,440888.0,440532.0,440755.0,440719.0,440727.0,condo
3101,0,Los Angeles County,County,CA,CA,6,37,1144801.0,1139798.0,1135815.0,1134660.0,1141655.0,1150789.0,1151212.0,1149002.0,1147038.0,1150766.0,1152418.0,1156430.0,5 bedroom
2841,4,San Diego County,County,CA,CA,6,73,951392.0,947332.0,944753.0,949257.0,953460.0,960439.0,966828.0,970409.0,970520.0,969411.0,971628.0,975766.0,5 bedroom
1286,5,Orange County,County,CA,CA,6,59,1180080.0,1176592.0,1173737.0,1172369.0,1176370.0,1180093.0,1186384.0,1186683.0,1189892.0,1188477.0,1187523.0,1185890.0,5 bedroom
2832,10,Riverside County,County,CA,CA,6,65,536615.0,537479.0,539464.0,539876.0,539671.0,539994.0,540911.0,541448.0,540681.0,541916.0,542533.0,545578.0,5 bedroom
3250,11,San Bernardino County,County,CA,CA,6,71,537841.0,537976.0,538207.0,538499.0,541458.0,543850.0,545055.0,544805.0,544674.0,545789.0,547437.0,549048.0,5 bedroom
3136,16,Santa Clara County,County,CA,CA,6,85,1866772.0,1832563.0,1807776.0,1805982.0,1818494.0,1825494.0,1821602.0,1807798.0,1808875.0,1809718.0,1815711.0,1823167.0,5 bedroom
1510,21,Alameda County,County,CA,CA,6,1,1389614.0,1380537.0,1378282.0,1384322.0,1393947.0,1405287.0,1412381.0,1409937.0,1407706.0,1404483.0,1402036.0,1407293.0,5 bedroom
3017,24,Sacramento County,County,CA,CA,6,67,534567.0,533645.0,532935.0,535216.0,539560.0,544717.0,546823.0,547650.0,548927.0,550308.0,552527.0,553828.0,5 bedroom
3159,36,Contra Costa County,County,CA,CA,6,13,781495.0,779720.0,779085.0,778001.0,781853.0,784310.0,783784.0,780192.0,774368.0,772892.0,773482.0,777928.0,5 bedroom
1018,45,Fresno County,County,CA,CA,6,19,446053.0,446600.0,447679.0,448322.0,448495.0,450648.0,451935.0,453398.0,452747.0,454015.0,454597.0,455771.0,5 bedroom
204,61,Kern County,County,CA,CA,6,29,355793.0,357662.0,358241.0,357821.0,359123.0,361440.0,362623.0,363296.0,363735.0,364595.0,365953.0,366950.0,5 bedroom
2061,62,Ventura County,County,CA,CA,6,111,877533.0,875914.0,875995.0,880211.0,882839.0,884357.0,883032.0,882285.0,881393.0,882528.0,882854.0,885590.0,5 bedroom
3227,65,San Francisco County,County,CA,CA,6,75,2492071.0,2506458.0,2522335.0,2521436.0,2541040.0,2556377.0,2569700.0,2561677.0,2566474.0,2592078.0,2630023.0,2672214.0,5 bedroom
2842,81,San Mateo County,County,CA,CA,6,81,2664261.0,2651420.0,2633492.0,2638168.0,2655640.0,2673585.0,2679801.0,2659608.0,2669050.0,2670801.0,2684950.0,2692970.0,5 bedroom
3134,86,San Joaquin County,County,CA,CA,6,77,529239.0,527191.0,530152.0,529967.0,532255.0,534473.0,535963.0,536839.0,534527.0,533410.0,533231.0,535905.0,5 bedroom
3033,124,Stanislaus County,County,CA,CA,6,99,444820.0,445576.0,444961.0,447281.0,446954.0,448384.0,447474.0,448605.0,448840.0,451640.0,454275.0,456029.0,5 bedroom
1396,136,Sonoma County,County,CA,CA,6,97,922780.0,908850.0,901650.0,900060.0,908799.0,918770.0,922095.0,920361.0,912612.0,911961.0,907699.0,906849.0,5 bedroom
